Timestamp,Processing_Time_ms,FPS,Distance_m,Confidence,Mode
17:07:33.244,35.39,27,0.00,0.00,DETECT_ARRIVAL
17:07:33.292,46.43,20,0.00,0.00,DETECT_ARRIVAL
17:07:33.346,51.71,18,0.00,0.00,DETECT_ARRIVAL
17:07:33.370,22.76,41,0.00,0.00,DETECT_ARRIVAL
17:07:33.418,44.55,20,0.00,0.00,DETECT_ARRIVAL
17:07:33.465,43.78,21,0.00,0.00,DETECT_ARRIVAL
17:07:33.498,31.29,30,0.00,0.00,DETECT_ARRIVAL
17:07:33.550,48.20,19,0.00,0.00,DETECT_ARRIVAL
17:07:33.595,43.37,21,0.00,0.00,DETECT_ARRIVAL
17:07:33.630,31.92,29,0.00,0.00,DETECT_ARRIVAL
17:07:33.681,49.08,19,0.00,0.00,DETECT_ARRIVAL
17:07:33.735,52.44,18,0.00,0.00,DETECT_ARRIVAL
17:07:33.782,43.82,21,0.00,0.00,DETECT_ARRIVAL
17:07:33.811,27.59,33,0.00,0.00,DETECT_ARRIVAL
17:07:33.863,48.40,19,0.00,0.00,DETECT_ARRIVAL
17:07:33.907,41.66,22,0.00,0.00,DETECT_ARRIVAL
17:07:33.939,28.82,31,0.00,0.00,DETECT_ARRIVAL
17:07:33.991,48.93,19,0.00,0.00,DETECT_ARRIVAL
17:07:34.039,45.45,20,0.00,0.00,DETECT_ARRIVAL
17:07:34.065,23.45,38,0.00,0.00,DETECT_ARRIVAL
17:07:34.113,45.18,20,0.00,0.00,DETECT_ARRIVAL
17:07:34.164,48.58,19,0.00,0.00,DETECT_ARRIVAL
17:07:34.195,28.14,32,0.00,0.00,DETECT_ARRIVAL
17:07:34.243,43.94,21,0.00,0.00,DETECT_ARRIVAL
17:07:34.294,48.32,19,0.00,0.00,DETECT_ARRIVAL
17:07:34.315,19.29,46,0.00,0.00,DETECT_ARRIVAL
17:07:34.365,47.75,19,0.00,0.00,DETECT_ARRIVAL
17:07:34.416,48.09,19,0.00,0.00,DETECT_ARRIVAL
17:07:34.447,28.02,32,0.00,0.00,DETECT_ARRIVAL
