Timestamp,FPS,Confidence
17:10:21.076,31,0.8586
17:10:21.123,20,0.7979
17:10:21.171,20,0.8511
17:10:21.202,32,0.8685
17:10:21.252,20,0.8790
17:10:21.301,20,0.8522
17:10:21.333,30,0.8783
17:10:21.380,20,0.8712
17:10:21.425,21,0.8847
17:10:21.475,20,0.8788
17:10:21.508,31,0.8717
17:10:21.553,20,0.8719
17:10:21.602,21,0.8890
17:10:21.636,30,0.8609
17:10:21.685,21,0.8596
17:10:21.732,20,0.8243
17:10:21.761,31,0.6732
17:10:21.938,21,0.6700
17:10:22.115,20,0.5756
17:10:22.195,30,0.5776
17:10:22.243,21,0.8573
17:10:22.291,20,0.8468
17:10:22.322,30,0.8771
17:10:22.373,20,0.8612
17:10:22.420,20,0.8400
17:10:22.449,32,0.8385
17:10:22.497,20,0.8066
17:10:22.676,21,0.6585
17:10:22.706,31,0.6229
17:10:22.982,21,0.6696
17:10:23.016,29,0.8698
17:10:23.063,20,0.9019
17:10:23.109,21,0.9000
17:10:23.142,31,0.9050
17:10:23.188,20,0.8960
17:10:23.236,20,0.8827
17:10:23.268,30,0.8747
17:10:23.314,21,0.8486
17:10:23.364,21,0.8952
17:10:23.396,30,0.8947
17:10:23.443,20,0.8974
17:10:23.492,20,0.8914
17:10:23.523,31,0.8883
17:10:23.571,20,0.8774
17:10:23.618,20,0.8711
17:10:23.653,31,0.8947
17:10:23.701,20,0.8739
17:10:23.747,20,0.8885
17:10:23.796,21,0.8544
17:10:23.829,31,0.8438
17:10:23.875,20,0.6265
17:10:23.923,20,0.7524
17:10:23.955,31,0.6968
17:10:24.004,21,0.8765
17:10:24.051,20,0.8882
17:10:24.082,31,0.8873
17:10:24.129,21,0.8748
17:10:24.178,20,0.8675
17:10:24.211,32,0.8786
17:10:24.258,20,0.8679
17:10:24.308,20,0.8769
17:10:24.339,32,0.8677
17:10:24.388,20,0.8928
17:10:24.434,20,0.8930
17:10:24.470,31,0.8800
17:10:24.515,20,0.8792
17:10:24.562,21,0.8738
17:10:24.611,20,0.8748
17:10:24.643,31,0.8559
17:10:24.692,20,0.8609
17:10:24.740,21,0.8798
17:10:24.770,31,0.8832
17:10:24.818,21,0.8802
17:10:24.867,20,0.8721
17:10:24.901,30,0.8937
17:10:24.949,21,0.8696
17:10:24.999,21,0.8728
17:10:25.027,30,0.8841
17:10:25.075,20,0.8653
17:10:25.123,21,0.8955
17:10:25.154,31,0.8878
17:10:25.204,20,0.8814
17:10:25.251,20,0.8920
17:10:25.283,31,0.9008
17:10:25.333,20,0.8944
17:10:25.381,20,0.8778
17:10:25.428,21,0.9018
17:10:25.459,31,0.8970
17:10:25.508,21,0.8950
17:10:25.555,20,0.8873
17:10:25.588,31,0.8916
17:10:25.635,21,0.8764
17:10:25.682,20,0.8992
17:10:25.718,30,0.8938
17:10:25.763,21,0.8925
17:10:25.811,20,0.8973
17:10:25.843,31,0.8868
